Repeat,Fold,Sample_ID,GEO_ID,Label,Subject_Group,Subset
1,1,GSM1826236,GSE71053,Normal,GSE71053:P2,Validation
1,1,GSM272143,GSE10780,Normal,GSE10780:P8380,Validation
1,1,GSM272144,GSE10780,Normal,GSE10780:P8380,Validation
1,1,GSM272155,GSE10780,Normal,GSE10780:P8608,Validation
1,1,GSM272156,GSE10780,Normal,GSE10780:P8608,Validation
1,1,GSM272165,GSE10780,Cancer,GSE10780:P8636,Validation
1,1,GSM272166,GSE10780,Cancer,GSE10780:P8636,Validation
1,1,GSM272167,GSE10780,Cancer,GSE10780:P8636,Validation
1,1,GSM272192,GSE10780,Normal,GSE10780:P8717,Validation
1,1,GSM272194,GSE10780,Normal,GSE10780:P8735,Validation
1,1,GSM272195,GSE10780,Normal,GSE10780:P8735,Validation
1,1,GSM272202,GSE10780,Normal,GSE10780:P8881,Validation
1,1,GSM272218,GSE10780,Normal,GSE10780:P10176,Validation
1,1,GSM272219,GSE10780,Normal,GSE10780:P10176,Validation
1,1,GSM272220,GSE10780,Normal,GSE10780:P10176,Validation
1,1,GSM272231,GSE10780,Cancer,GSE10780:P10496,Validation
1,1,GSM272232,GSE10780,Normal,GSE10780:P10496,Validation
1,1,GSM272237,GSE10780,Normal,GSE10780:P10608,Validation
1,1,GSM272238,GSE10780,Normal,GSE10780:P10608,Validation
1,1,GSM272239,GSE10780,Normal,GSE10780:P10608,Validation
1,1,GSM272240,GSE10780,Normal,GSE10780:P10608,Validation
1,1,GSM272241,GSE10780,Normal,GSE10780:P10650,Validation
1,1,GSM272242,GSE10780,Cancer,GSE10780:P10686,Validation
1,1,GSM272262,GSE10780,Cancer,GSE10780:P11063,Validation
1,1,GSM272263,GSE10780,Normal,GSE10780:P11063,Validation
1,1,GSM272264,GSE10780,Normal,GSE10780:P11063,Validation
1,1,GSM272265,GSE10780,Normal,GSE10780:P11063,Validation
1,1,GSM272287,GSE10780,Cancer,GSE10780:P11365,Validation
1,1,GSM272292,GSE10780,Normal,GSE10780:P11464,Validation
1,1,GSM272293,GSE10780,Normal,GSE10780:P11464,Validation
1,1,GSM272294,GSE10780,Normal,GSE10780:P11464,Validation
1,1,GSM272311,GSE10780,Normal,GSE10780:P11689,Validation
1,1,GSM742668,GSE30010,Normal,GSE30010:GSM:GSM742668,Validation
1,1,GSM742674,GSE30010,Normal,GSE30010:GSM:GSM742674,Validation
1,1,GSM742677,GSE30010,Normal,GSE30010:GSM:GSM742677,Validation
1,1,GSM742703,GSE30010,Normal,GSE30010:GSM:GSM742703,Validation
1,1,GSM742705,GSE30010,Normal,GSE30010:GSM:GSM742705,Validation
1,1,GSM742712,GSE30010,Normal,GSE30010:GSM:GSM742712,Validation
1,1,GSM742718,GSE30010,Normal,GSE30010:GSM:GSM742718,Validation
1,1,GSM742724,GSE30010,Normal,GSE30010:GSM:GSM742724,Validation
1,1,GSM742725,GSE30010,Normal,GSE30010:GSM:GSM742725,Validation
1,1,GSM742726,GSE30010,Normal,GSE30010:GSM:GSM742726,Validation
1,1,GSM742733,GSE30010,Normal,GSE30010:GSM:GSM742733,Validation
1,1,GSM742744,GSE30010,Normal,GSE30010:GSM:GSM742744,Validation
1,1,GSM742748,GSE30010,Normal,GSE30010:GSM:GSM742748,Validation
1,1,GSM742750,GSE30010,Normal,GSE30010:GSM:GSM742750,Validation
1,1,GSM742762,GSE30010,Normal,GSE30010:GSM:GSM742762,Validation
1,1,GSM742774,GSE30010,Normal,GSE30010:GSM:GSM742774,Validation
1,2,GSM1501834,GSE61304,Cancer,GSE61304:GSM:GSM1501834,Validation
1,2,GSM1501842,GSE61304,Cancer,GSE61304:GSM:GSM1501842,Validation
1,2,GSM1501843,GSE61304,Cancer,GSE61304:GSM:GSM1501843,Validation
1,2,GSM1501845,GSE61304,Cancer,GSE61304:GSM:GSM1501845,Validation
1,2,GSM1501846,GSE61304,Cancer,GSE61304:GSM:GSM1501846,Validation
1,2,GSM1501853,GSE61304,Cancer,GSE61304:GSM:GSM1501853,Validation
1,2,GSM1501858,GSE61304,Cancer,GSE61304:GSM:GSM1501858,Validation
1,2,GSM1501859,GSE61304,Cancer,GSE61304:GSM:GSM1501859,Validation
1,2,GSM1501864,GSE61304,Cancer,GSE61304:GSM:GSM1501864,Validation
1,2,GSM1501865,GSE61304,Normal,GSE61304:GSM:GSM1501865,Validation
1,2,GSM1501870,GSE61304,Cancer,GSE61304:GSM:GSM1501870,Validation
1,2,GSM1501872,GSE61304,Cancer,GSE61304:GSM:GSM1501872,Validation
1,2,GSM1501876,GSE61304,Cancer,GSE61304:GSM:GSM1501876,Validation
1,2,GSM1045193,GSE42568,Normal,GSE42568:GSM:GSM1045193,Validation
1,2,GSM1045194,GSE42568,Normal,GSE42568:GSM:GSM1045194,Validation
1,2,GSM1045199,GSE42568,Normal,GSE42568:GSM:GSM1045199,Validation
1,2,GSM1045219,GSE42568,Cancer,GSE42568:GSM:GSM1045219,Validation
1,2,GSM1045230,GSE42568,Cancer,GSE42568:GSM:GSM1045230,Validation
1,2,GSM1045232,GSE42568,Cancer,GSE42568:GSM:GSM1045232,Validation
1,2,GSM1045254,GSE42568,Cancer,GSE42568:GSM:GSM1045254,Validation
1,2,GSM1045263,GSE42568,Cancer,GSE42568:GSM:GSM1045263,Validation
1,2,GSM1045277,GSE42568,Cancer,GSE42568:GSM:GSM1045277,Validation
1,2,GSM1045282,GSE42568,Cancer,GSE42568:GSM:GSM1045282,Validation
1,2,GSM1045283,GSE42568,Cancer,GSE42568:GSM:GSM1045283,Validation
1,2,GSM1045297,GSE42568,Cancer,GSE42568:GSM:GSM1045297,Validation
1,2,GSM1045304,GSE42568,Cancer,GSE42568:GSM:GSM1045304,Validation
1,2,GSM719636,GSE29044,Normal,GSE29044:BC114,Validation
1,2,GSM719638,GSE29044,Normal,GSE29044:BC191,Validation
1,2,GSM719643,GSE29044,Normal,GSE29044:BC275,Validation
1,2,GSM719650,GSE29044,Cancer,GSE29044:BC064,Validation
1,2,GSM719656,GSE29044,Cancer,GSE29044:BC191,Validation
1,2,GSM719658,GSE29044,Cancer,GSE29044:BC207,Validation
1,2,GSM719660,GSE29044,Cancer,GSE29044:BC220,Validation
1,2,GSM719664,GSE29044,Cancer,GSE29044:BC275,Validation
1,2,GSM719666,GSE29044,Cancer,GSE29044:BC285,Validation
1,2,GSM719667,GSE29044,Cancer,GSE29044:BC312,Validation
1,2,GSM719670,GSE29044,Cancer,GSE29044:BC378,Validation
1,2,GSM719673,GSE29044,Cancer,GSE29044:BC300,Validation
1,2,GSM719675,GSE29044,Cancer,GSE29044:BC333,Validation
1,2,GSM719676,GSE29044,Cancer,GSE29044:BC347,Validation
1,2,GSM719691,GSE29044,Normal,GSE29044:BC169,Validation
1,2,GSM719696,GSE29044,Normal,GSE29044:BC342,Validation
1,2,GSM719697,GSE29044,Normal,GSE29044:BC349,Validation
1,2,GSM719706,GSE29044,Cancer,GSE29044:BC031,Validation
1,2,GSM719707,GSE29044,Cancer,GSE29044:BC036,Validation
1,2,GSM719714,GSE29044,Cancer,GSE29044:BC169,Validation
1,2,GSM719720,GSE29044,Cancer,GSE29044:BC349,Validation
1,2,GSM719725,GSE29044,Cancer,GSE29044:BC385,Validation
1,2,GSM719726,GSE29044,Cancer,GSE29044:BC408,Validation
1,2,GSM85480,GSE3744,Cancer,GSE3744:GSM:GSM85480,Validation
1,2,GSM85486,GSE3744,Cancer,GSE3744:GSM:GSM85486,Validation
1,2,GSM85491,GSE3744,Cancer,GSE3744:GSM:GSM85491,Validation
1,2,GSM85500,GSE3744,Cancer,GSE3744:GSM:GSM85500,Validation
1,2,GSM85503,GSE3744,Cancer,GSE3744:GSM:GSM85503,Validation
1,2,GSM85505,GSE3744,Cancer,GSE3744:GSM:GSM85505,Validation
1,2,GSM85511,GSE3744,Cancer,GSE3744:GSM:GSM85511,Validation
1,2,GSM728619,GSE29431,Normal,GSE29431:GSM:GSM728619,Validation
1,2,GSM728620,GSE29431,Normal,GSE29431:GSM:GSM728620,Validation
1,2,GSM728622,GSE29431,Normal,GSE29431:GSM:GSM728622,Validation
1,2,GSM728632,GSE29431,Cancer,GSE29431:GSM:GSM728632,Validation
1,2,GSM728633,GSE29431,Cancer,GSE29431:GSM:GSM728633,Validation
1,2,GSM728640,GSE29431,Cancer,GSE29431:GSM:GSM728640,Validation
1,2,GSM728643,GSE29431,Cancer,GSE29431:GSM:GSM728643,Validation
1,2,GSM728644,GSE29431,Cancer,GSE29431:GSM:GSM728644,Validation
1,2,GSM728663,GSE29431,Cancer,GSE29431:GSM:GSM728663,Validation
1,2,GSM728670,GSE29431,Cancer,GSE29431:GSM:GSM728670,Validation
1,2,GSM728671,GSE29431,Cancer,GSE29431:GSM:GSM728671,Validation
1,2,GSM662768,GSE26910,Normal,GSE26910:PAIR1,Validation
1,2,GSM662769,GSE26910,Cancer,GSE26910:PAIR1,Validation
1,2,GSM770819,GSE31138,Normal,GSE31138:GSM:GSM770819,Validation
1,2,GSM770821,GSE31138,Normal,GSE31138:GSM:GSM770821,Validation
1,2,GSM770823,GSE31138,Cancer,GSE31138:GSM:GSM770823,Validation
1,2,GSM272136,GSE10780,Normal,GSE10780:P7397,Validation
1,2,GSM272137,GSE10780,Normal,GSE10780:P7397,Validation
1,2,GSM272153,GSE10780,Cancer,GSE10780:P8542,Validation
1,2,GSM272157,GSE10780,Normal,GSE10780:P8615,Validation
1,2,GSM272159,GSE10780,Normal,GSE10780:P8615,Validation
1,2,GSM272160,GSE10780,Normal,GSE10780:P8615,Validation
1,2,GSM272161,GSE10780,Normal,GSE10780:P8615,Validation
1,2,GSM272162,GSE10780,Normal,GSE10780:P8626,Validation
1,2,GSM272168,GSE10780,Normal,GSE10780:P8653,Validation
1,2,GSM272169,GSE10780,Normal,GSE10780:P8653,Validation
1,2,GSM272176,GSE10780,Normal,GSE10780:P8696,Validation
1,2,GSM272177,GSE10780,Normal,GSE10780:P8696,Validation
1,2,GSM272204,GSE10780,Normal,GSE10780:P9100,Validation
1,2,GSM272205,GSE10780,Normal,GSE10780:P9100,Validation
1,2,GSM272209,GSE10780,Cancer,GSE10780:P9097,Validation
1,2,GSM272236,GSE10780,Normal,GSE10780:P10584,Validation
1,2,GSM272243,GSE10780,Cancer,GSE10780:P10739,Validation
1,2,GSM272244,GSE10780,Normal,GSE10780:P10739,Validation
1,2,GSM272272,GSE10780,Cancer,GSE10780:P11147,Validation
1,2,GSM272273,GSE10780,Normal,GSE10780:P11147,Validation
1,2,GSM272289,GSE10780,Normal,GSE10780:P11451,Validation
1,2,GSM272303,GSE10780,Normal,GSE10780:P11545,Validation
1,2,GSM272309,GSE10780,Cancer,GSE10780:P11688,Validation
1,2,GSM272310,GSE10780,Cancer,GSE10780:P11688,Validation
1,2,GSM272317,GSE10780,Normal,GSE10780:P11792,Validation
1,2,GSM742686,GSE30010,Normal,GSE30010:GSM:GSM742686,Validation
1,2,GSM742694,GSE30010,Normal,GSE30010:GSM:GSM742694,Validation
1,2,GSM742696,GSE30010,Normal,GSE30010:GSM:GSM742696,Validation
1,2,GSM742702,GSE30010,Normal,GSE30010:GSM:GSM742702,Validation
1,2,GSM742706,GSE30010,Normal,GSE30010:GSM:GSM742706,Validation
1,2,GSM742708,GSE30010,Normal,GSE30010:GSM:GSM742708,Validation
1,2,GSM742709,GSE30010,Normal,GSE30010:GSM:GSM742709,Validation
1,2,GSM742710,GSE30010,Normal,GSE30010:GSM:GSM742710,Validation
1,2,GSM742722,GSE30010,Normal,GSE30010:GSM:GSM742722,Validation
1,2,GSM742723,GSE30010,Normal,GSE30010:GSM:GSM742723,Validation
1,2,GSM742732,GSE30010,Normal,GSE30010:GSM:GSM742732,Validation
1,2,GSM742752,GSE30010,Normal,GSE30010:GSM:GSM742752,Validation
1,2,GSM742757,GSE30010,Normal,GSE30010:GSM:GSM742757,Validation
1,2,GSM742761,GSE30010,Normal,GSE30010:GSM:GSM742761,Validation
1,2,GSM742763,GSE30010,Normal,GSE30010:GSM:GSM742763,Validation
1,2,GSM3036781,GSE111662,Normal,GSE111662:A1479,Validation
1,2,GSM3036783,GSE111662,Normal,GSE111662:A1562,Validation
1,2,GSM3036785,GSE111662,Normal,GSE111662:A1485,Validation
1,2,GSM3036786,GSE111662,Normal,GSE111662:A1562,Validation
1,2,GSM3036789,GSE111662,Normal,GSE111662:A1485,Validation
1,2,GSM3036790,GSE111662,Normal,GSE111662:A1497,Validation
1,2,GSM3036791,GSE111662,Normal,GSE111662:A1497,Validation
1,2,GSM3036794,GSE111662,Normal,GSE111662:A1479,Validation
1,2,GSM3036795,GSE111662,Normal,GSE111662:A1485,Validation
1,2,GSM3036802,GSE111662,Normal,GSE111662:A1479,Validation
1,3,GSM1501820,GSE61304,Normal,GSE61304:GSM:GSM1501820,Validation
1,3,GSM1501827,GSE61304,Cancer,GSE61304:GSM:GSM1501827,Validation
1,3,GSM1501828,GSE61304,Cancer,GSE61304:GSM:GSM1501828,Validation
1,3,GSM1501831,GSE61304,Cancer,GSE61304:GSM:GSM1501831,Validation
1,3,GSM1501835,GSE61304,Cancer,GSE61304:GSM:GSM1501835,Validation
1,3,GSM1501851,GSE61304,Cancer,GSE61304:GSM:GSM1501851,Validation
1,3,GSM1501854,GSE61304,Cancer,GSE61304:GSM:GSM1501854,Validation
1,3,GSM1501879,GSE61304,Normal,GSE61304:GSM:GSM1501879,Validation
1,3,GSM1045192,GSE42568,Normal,GSE42568:GSM:GSM1045192,Validation
1,3,GSM1045197,GSE42568,Normal,GSE42568:GSM:GSM1045197,Validation
1,3,GSM1045198,GSE42568,Normal,GSE42568:GSM:GSM1045198,Validation
1,3,GSM1045201,GSE42568,Normal,GSE42568:GSM:GSM1045201,Validation
1,3,GSM1045203,GSE42568,Normal,GSE42568:GSM:GSM1045203,Validation
1,3,GSM1045204,GSE42568,Normal,GSE42568:GSM:GSM1045204,Validation
1,3,GSM1045210,GSE42568,Cancer,GSE42568:GSM:GSM1045210,Validation
1,3,GSM1045214,GSE42568,Cancer,GSE42568:GSM:GSM1045214,Validation
1,3,GSM1045220,GSE42568,Cancer,GSE42568:GSM:GSM1045220,Validation
1,3,GSM1045226,GSE42568,Cancer,GSE42568:GSM:GSM1045226,Validation
1,3,GSM1045227,GSE42568,Cancer,GSE42568:GSM:GSM1045227,Validation
1,3,GSM1045229,GSE42568,Cancer,GSE42568:GSM:GSM1045229,Validation
1,3,GSM1045236,GSE42568,Cancer,GSE42568:GSM:GSM1045236,Validation
1,3,GSM1045244,GSE42568,Cancer,GSE42568:GSM:GSM1045244,Validation
1,3,GSM1045251,GSE42568,Cancer,GSE42568:GSM:GSM1045251,Validation
1,3,GSM1045260,GSE42568,Cancer,GSE42568:GSM:GSM1045260,Validation
1,3,GSM1045270,GSE42568,Cancer,GSE42568:GSM:GSM1045270,Validation
1,3,GSM1045280,GSE42568,Cancer,GSE42568:GSM:GSM1045280,Validation
1,3,GSM1045286,GSE42568,Cancer,GSE42568:GSM:GSM1045286,Validation
1,3,GSM1045289,GSE42568,Cancer,GSE42568:GSM:GSM1045289,Validation
1,3,GSM719640,GSE29044,Normal,GSE29044:BC216,Validation
1,3,GSM719644,GSE29044,Normal,GSE29044:BC338,Validation
1,3,GSM719646,GSE29044,Cancer,GSE29044:BC033,Validation
1,3,GSM719653,GSE29044,Cancer,GSE29044:BC125,Validation
1,3,GSM719659,GSE29044,Cancer,GSE29044:BC217,Validation
1,3,GSM719665,GSE29044,Cancer,GSE29044:BC279,Validation
1,3,GSM719679,GSE29044,Cancer,GSE29044:BC446,Validation
1,3,GSM719682,GSE29044,Cancer,GSE29044:BC564,Validation
1,3,GSM719683,GSE29044,Normal,GSE29044:BC018,Validation
1,3,GSM719684,GSE29044,Normal,GSE29044:BC026,Validation
1,3,GSM719687,GSE29044,Normal,GSE29044:BC040,Validation
1,3,GSM719688,GSE29044,Normal,GSE29044:BC041,Validation
1,3,GSM719703,GSE29044,Cancer,GSE29044:BC018,Validation
1,3,GSM719705,GSE29044,Cancer,GSE29044:BC026,Validation
1,3,GSM719709,GSE29044,Cancer,GSE29044:BC040,Validation
1,3,GSM719710,GSE29044,Cancer,GSE29044:BC041,Validation
1,3,GSM719728,GSE29044,Cancer,GSE29044:BC447,Validation
1,3,GSM719730,GSE29044,Cancer,GSE29044:BC542,Validation
1,3,GSM719736,GSE29044,Normal,GSE29044:BC375,Validation
1,3,GSM719738,GSE29044,Cancer,GSE29044:BC147,Validation
1,3,GSM719740,GSE29044,Cancer,GSE29044:BC375,Validation
1,3,GSM85473,GSE3744,Cancer,GSE3744:GSM:GSM85473,Validation
1,3,GSM85485,GSE3744,Cancer,GSE3744:GSM:GSM85485,Validation
1,3,GSM85489,GSE3744,Cancer,GSE3744:GSM:GSM85489,Validation
1,3,GSM85498,GSE3744,Cancer,GSE3744:GSM:GSM85498,Validation
1,3,GSM85504,GSE3744,Cancer,GSE3744:GSM:GSM85504,Validation
1,3,GSM85510,GSE3744,Cancer,GSE3744:GSM:GSM85510,Validation
1,3,GSM85513,GSE3744,Normal,GSE3744:GSM:GSM85513,Validation
1,3,GSM85518,GSE3744,Normal,GSE3744:GSM:GSM85518,Validation
1,3,GSM728615,GSE29431,Normal,GSE29431:GSM:GSM728615,Validation
1,3,GSM728628,GSE29431,Cancer,GSE29431:GSM:GSM728628,Validation
1,3,GSM728638,GSE29431,Cancer,GSE29431:GSM:GSM728638,Validation
1,3,GSM728645,GSE29431,Cancer,GSE29431:GSM:GSM728645,Validation
1,3,GSM728647,GSE29431,Cancer,GSE29431:GSM:GSM728647,Validation
1,3,GSM728648,GSE29431,Cancer,GSE29431:GSM:GSM728648,Validation
1,3,GSM728649,GSE29431,Cancer,GSE29431:GSM:GSM728649,Validation
1,3,GSM728656,GSE29431,Cancer,GSE29431:GSM:GSM728656,Validation
1,3,GSM728660,GSE29431,Cancer,GSE29431:GSM:GSM728660,Validation
1,3,GSM728662,GSE29431,Cancer,GSE29431:GSM:GSM728662,Validation
1,3,GSM728674,GSE29431,Cancer,GSE29431:GSM:GSM728674,Validation
1,3,GSM662774,GSE26910,Normal,GSE26910:PAIR4,Validation
1,3,GSM272139,GSE10780,Normal,GSE10780:P7619,Validation
1,3,GSM272140,GSE10780,Normal,GSE10780:P7619,Validation
1,3,GSM272154,GSE10780,Normal,GSE10780:P8607,Validation
1,3,GSM272163,GSE10780,Normal,GSE10780:P8627,Validation
1,3,GSM272178,GSE10780,Cancer,GSE10780:P8703,Validation
1,3,GSM272179,GSE10780,Cancer,GSE10780:P8703,Validation
1,3,GSM272180,GSE10780,Normal,GSE10780:P8703,Validation
1,3,GSM272181,GSE10780,Normal,GSE10780:P8703,Validation
1,3,GSM272184,GSE10780,Cancer,GSE10780:P8642,Validation
1,3,GSM272185,GSE10780,Cancer,GSE10780:P8642,Validation
1,3,GSM272187,GSE10780,Cancer,GSE10780:P8642,Validation
1,3,GSM272188,GSE10780,Cancer,GSE10780:P8642,Validation
1,3,GSM272196,GSE10780,Normal,GSE10780:P8803,Validation
1,3,GSM272197,GSE10780,Normal,GSE10780:P8803,Validation
1,3,GSM272199,GSE10780,Normal,GSE10780:P8803,Validation
1,3,GSM272200,GSE10780,Cancer,GSE10780:P8862,Validation
1,3,GSM272203,GSE10780,Cancer,GSE10780:P8936,Validation
1,3,GSM272208,GSE10780,Normal,GSE10780:P8803,Validation
1,3,GSM272224,GSE10780,Normal,GSE10780:P10443,Validation
1,3,GSM272230,GSE10780,Normal,GSE10780:P10481,Validation
1,3,GSM272245,GSE10780,Cancer,GSE10780:P10781,Validation
1,3,GSM272249,GSE10780,Normal,GSE10780:P10910,Validation
1,3,GSM272250,GSE10780,Normal,GSE10780:P10910,Validation
1,3,GSM272254,GSE10780,Cancer,GSE10780:P10957,Validation
1,3,GSM272275,GSE10780,Normal,GSE10780:P11196,Validation
1,3,GSM272276,GSE10780,Normal,GSE10780:P11196,Validation
1,3,GSM272277,GSE10780,Normal,GSE10780:P11196,Validation
1,3,GSM272278,GSE10780,Normal,GSE10780:P11209,Validation
1,3,GSM272279,GSE10780,Normal,GSE10780:P11209,Validation
1,3,GSM272281,GSE10780,Normal,GSE10780:P11320,Validation
1,3,GSM272282,GSE10780,Normal,GSE10780:P11320,Validation
1,3,GSM272295,GSE10780,Normal,GSE10780:P11472,Validation
1,3,GSM272296,GSE10780,Normal,GSE10780:P11472,Validation
1,3,GSM272297,GSE10780,Normal,GSE10780:P11472,Validation
1,3,GSM272304,GSE10780,Cancer,GSE10780:P11580,Validation
1,3,GSM272305,GSE10780,Normal,GSE10780:P11580,Validation
1,3,GSM272306,GSE10780,Normal,GSE10780:P11580,Validation
1,3,GSM272307,GSE10780,Normal,GSE10780:P11580,Validation
1,3,GSM272316,GSE10780,Cancer,GSE10780:P11770,Validation
1,3,GSM742673,GSE30010,Normal,GSE30010:GSM:GSM742673,Validation
1,3,GSM742684,GSE30010,Normal,GSE30010:GSM:GSM742684,Validation
1,3,GSM742690,GSE30010,Normal,GSE30010:GSM:GSM742690,Validation
1,3,GSM742693,GSE30010,Normal,GSE30010:GSM:GSM742693,Validation
1,3,GSM742713,GSE30010,Normal,GSE30010:GSM:GSM742713,Validation
1,3,GSM742717,GSE30010,Normal,GSE30010:GSM:GSM742717,Validation
1,3,GSM742728,GSE30010,Normal,GSE30010:GSM:GSM742728,Validation
1,3,GSM742735,GSE30010,Normal,GSE30010:GSM:GSM742735,Validation
1,3,GSM742746,GSE30010,Normal,GSE30010:GSM:GSM742746,Validation
1,3,GSM742754,GSE30010,Normal,GSE30010:GSM:GSM742754,Validation
1,3,GSM742755,GSE30010,Normal,GSE30010:GSM:GSM742755,Validation
1,3,GSM742759,GSE30010,Normal,GSE30010:GSM:GSM742759,Validation
1,3,GSM3036804,GSE111662,Normal,GSE111662:A1541,Validation
