Repeat,Fold,GSM_ID,Label,GEO_ID,Random_state
1,2,GSM719704,1,GSE29044,42
1,2,GSM742769,0,GSE30010,42
1,2,GSM719658,1,GSE29044,42
1,2,GSM272167,1,GSE10780,42
1,2,GSM1045264,1,GSE42568,42
1,2,GSM719728,1,GSE29044,42
1,2,GSM728657,1,GSE29431,42
1,2,GSM272182,0,GSE10780,42
1,2,GSM1501846,1,GSE61304,42
1,2,GSM272163,0,GSE10780,42
1,2,GSM719688,0,GSE29044,42
1,2,GSM85480,1,GSE3744,42
1,2,GSM272178,1,GSE10780,42
1,2,GSM85494,1,GSE3744,42
1,2,GSM662779,1,GSE26910,42
1,2,GSM728643,1,GSE29431,42
1,2,GSM1045205,0,GSE42568,42
1,2,GSM719709,1,GSE29044,42
1,2,GSM1045286,1,GSE42568,42
1,2,GSM272235,0,GSE10780,42
1,2,GSM272293,0,GSE10780,42
1,2,GSM728645,1,GSE29431,42
1,2,GSM85503,1,GSE3744,42
1,2,GSM719695,0,GSE29044,42
1,2,GSM272181,0,GSE10780,42
1,2,GSM1501851,1,GSE61304,42
1,2,GSM1045233,1,GSE42568,42
1,2,GSM1045295,1,GSE42568,42
1,2,GSM85492,1,GSE3744,42
1,2,GSM742729,0,GSE30010,42
1,2,GSM1045279,1,GSE42568,42
1,2,GSM272154,0,GSE10780,42
1,2,GSM1045283,1,GSE42568,42
1,2,GSM742727,0,GSE30010,42
1,2,GSM728629,1,GSE29431,42
1,2,GSM272156,0,GSE10780,42
1,2,GSM719736,0,GSE29044,42
1,2,GSM272164,0,GSE10780,42
1,2,GSM770824,1,GSE31138,42
1,2,GSM1045310,1,GSE42568,42
1,2,GSM1045261,1,GSE42568,42
1,2,GSM3036784,0,GSE111662,42
1,2,GSM742738,0,GSE30010,42
1,2,GSM85496,1,GSE3744,42
1,2,GSM272278,0,GSE10780,42
1,2,GSM719641,0,GSE29044,42
1,2,GSM272134,0,GSE10780,42
1,3,GSM1045246,1,GSE42568,42
1,3,GSM272276,0,GSE10780,42
1,3,GSM1045303,1,GSE42568,42
1,3,GSM85487,1,GSE3744,42
1,3,GSM85507,1,GSE3744,42
1,3,GSM1045239,1,GSE42568,42
1,3,GSM1045226,1,GSE42568,42
1,3,GSM719656,1,GSE29044,42
1,3,GSM719697,0,GSE29044,42
1,3,GSM272240,0,GSE10780,42
1,3,GSM272194,0,GSE10780,42
1,3,GSM770823,1,GSE31138,42
1,3,GSM272285,0,GSE10780,42
1,3,GSM1826236,0,GSE71053,42
1,3,GSM719667,1,GSE29044,42
1,3,GSM272272,1,GSE10780,42
1,3,GSM1045280,1,GSE42568,42
1,3,GSM1045229,1,GSE42568,42
1,3,GSM719714,1,GSE29044,42
1,3,GSM85490,1,GSE3744,42
1,3,GSM272248,0,GSE10780,42
1,3,GSM742710,0,GSE30010,42
1,3,GSM742760,0,GSE30010,42
1,3,GSM1501866,1,GSE61304,42
1,3,GSM272221,1,GSE10780,42
1,3,GSM1826237,1,GSE71053,42
1,3,GSM272140,0,GSE10780,42
1,3,GSM272263,0,GSE10780,42
1,3,GSM719686,0,GSE29044,42
1,3,GSM742761,0,GSE30010,42
1,3,GSM85483,1,GSE3744,42
1,3,GSM1045199,0,GSE42568,42
1,3,GSM1501854,1,GSE61304,42
1,3,GSM742764,0,GSE30010,42
1,3,GSM85489,1,GSE3744,42
1,3,GSM1045227,1,GSE42568,42
1,3,GSM272238,0,GSE10780,42
1,3,GSM272136,0,GSE10780,42
1,3,GSM742670,0,GSE30010,42
1,3,GSM1045206,0,GSE42568,42
1,3,GSM728642,1,GSE29431,42
1,3,GSM742708,0,GSE30010,42
1,3,GSM272177,0,GSE10780,42
1,3,GSM742675,0,GSE30010,42
1,3,GSM272231,1,GSE10780,42
1,3,GSM3036803,0,GSE111662,42
1,3,GSM742735,0,GSE30010,42
1,3,GSM272218,0,GSE10780,42
1,3,GSM1826242,0,GSE71053,42
1,3,GSM728653,1,GSE29431,42
1,3,GSM742763,0,GSE30010,42
1,3,GSM272244,0,GSE10780,42
1,3,GSM272279,0,GSE10780,42
1,3,GSM272157,0,GSE10780,42
1,3,GSM728651,1,GSE29431,42
1,3,GSM272205,0,GSE10780,42
1,3,GSM272245,1,GSE10780,42
1,3,GSM1045243,1,GSE42568,42
1,3,GSM1501843,1,GSE61304,42
1,3,GSM662773,1,GSE26910,42
1,3,GSM728634,1,GSE29431,42
1,3,GSM728624,1,GSE29431,42
1,3,GSM728662,1,GSE29431,42
1,3,GSM719673,1,GSE29044,42
1,3,GSM1501827,1,GSE61304,42
1,3,GSM662772,0,GSE26910,42
1,3,GSM1045201,0,GSE42568,42
1,3,GSM742749,0,GSE30010,42
1,3,GSM85517,0,GSE3744,42
1,3,GSM728644,1,GSE29431,42
1,3,GSM272313,0,GSE10780,42
1,3,GSM272216,1,GSE10780,42
1,3,GSM1045258,1,GSE42568,42
1,3,GSM1501852,1,GSE61304,42
1,3,GSM1501837,1,GSE61304,42
1,3,GSM1501856,1,GSE61304,42
1,3,GSM742684,0,GSE30010,42
1,3,GSM3036790,0,GSE111662,42
1,3,GSM719725,1,GSE29044,42
1,3,GSM742732,0,GSE30010,42
1,3,GSM1045216,1,GSE42568,42
1,3,GSM3036800,0,GSE111662,42
1,3,GSM742750,0,GSE30010,42
1,3,GSM272147,0,GSE10780,42
1,3,GSM272143,0,GSE10780,42
1,3,GSM728616,0,GSE29431,42
1,3,GSM272184,1,GSE10780,42
1,3,GSM272230,0,GSE10780,42
1,3,GSM742717,0,GSE30010,42
1,3,GSM272166,1,GSE10780,42
1,3,GSM719710,1,GSE29044,42
1,3,GSM719647,1,GSE29044,42
1,3,GSM1045297,1,GSE42568,42
1,3,GSM1045214,1,GSE42568,42
1,3,GSM272295,0,GSE10780,42
1,3,GSM272247,1,GSE10780,42
1,3,GSM719712,1,GSE29044,42
1,3,GSM272250,0,GSE10780,42
1,3,GSM1045290,1,GSE42568,42
1,3,GSM272268,0,GSE10780,42
1,3,GSM1045268,1,GSE42568,42
1,3,GSM662768,0,GSE26910,42
1,3,GSM728674,1,GSE29431,42
1,3,GSM1045263,1,GSE42568,42
1,3,GSM728672,1,GSE29431,42
1,3,GSM1501839,1,GSE61304,42
1,3,GSM272160,0,GSE10780,42
1,3,GSM742713,0,GSE30010,42
1,3,GSM742740,0,GSE30010,42
1,3,GSM1501840,1,GSE61304,42
1,3,GSM1501848,1,GSE61304,42
1,3,GSM742774,0,GSE30010,42
1,3,GSM742744,0,GSE30010,42
1,3,GSM1045262,1,GSE42568,42
1,3,GSM742719,0,GSE30010,42
1,3,GSM742681,0,GSE30010,42
1,3,GSM85515,0,GSE3744,42
1,3,GSM728613,0,GSE29431,42
1,3,GSM1501830,1,GSE61304,42
1,3,GSM85491,1,GSE3744,42
1,3,GSM1045204,0,GSE42568,42
1,3,GSM1045225,1,GSE42568,42
1,4,GSM728649,1,GSE29431,42
1,4,GSM719718,1,GSE29044,42
1,4,GSM1045224,1,GSE42568,42
1,4,GSM1045287,1,GSE42568,42
1,4,GSM719663,1,GSE29044,42
1,4,GSM719680,1,GSE29044,42
1,4,GSM1501865,0,GSE61304,42
1,4,GSM719693,0,GSE29044,42
1,4,GSM1501853,1,GSE61304,42
1,4,GSM1501858,1,GSE61304,42
1,4,GSM719682,1,GSE29044,42
1,4,GSM1045298,1,GSE42568,42
1,4,GSM1045211,1,GSE42568,42
1,4,GSM719669,1,GSE29044,42
1,4,GSM719713,1,GSE29044,42
1,4,GSM272151,0,GSE10780,42
1,4,GSM1826226,0,GSE71053,42
1,4,GSM272191,0,GSE10780,42
1,4,GSM728663,1,GSE29431,42
1,4,GSM728620,0,GSE29431,42
1,4,GSM272314,0,GSE10780,42
1,4,GSM272237,0,GSE10780,42
1,4,GSM272291,0,GSE10780,42
1,4,GSM85519,0,GSE3744,42
1,4,GSM719675,1,GSE29044,42
1,4,GSM719684,0,GSE29044,42
1,4,GSM85502,1,GSE3744,42
1,4,GSM272152,0,GSE10780,42
1,4,GSM1045244,1,GSE42568,42
1,4,GSM742720,0,GSE30010,42
1,4,GSM272192,0,GSE10780,42
1,4,GSM1501864,1,GSE61304,42
1,4,GSM1045236,1,GSE42568,42
1,4,GSM719702,0,GSE29044,42
1,4,GSM728614,0,GSE29431,42
1,4,GSM1045191,0,GSE42568,42
1,4,GSM1045249,1,GSE42568,42
1,4,GSM272281,0,GSE10780,42
1,4,GSM272179,1,GSE10780,42
1,4,GSM1501844,1,GSE61304,42
1,4,GSM1826232,0,GSE71053,42
1,4,GSM3036804,0,GSE111662,42
1,4,GSM272290,1,GSE10780,42
1,4,GSM1045248,1,GSE42568,42
1,4,GSM272168,0,GSE10780,42
1,4,GSM272304,1,GSE10780,42
1,4,GSM1045260,1,GSE42568,42
1,4,GSM742702,0,GSE30010,42
1,4,GSM1501841,1,GSE61304,42
1,4,GSM742733,0,GSE30010,42
1,4,GSM1501820,0,GSE61304,42
1,4,GSM3036785,0,GSE111662,42
1,4,GSM272193,0,GSE10780,42
1,4,GSM719715,1,GSE29044,42
1,4,GSM662777,1,GSE26910,42
1,4,GSM272162,0,GSE10780,42
1,4,GSM272224,0,GSE10780,42
1,4,GSM272169,0,GSE10780,42
1,4,GSM728660,1,GSE29431,42
1,4,GSM1045242,1,GSE42568,42
1,4,GSM272262,1,GSE10780,42
1,4,GSM272139,0,GSE10780,42
1,4,GSM1501870,1,GSE61304,42
1,4,GSM770822,1,GSE31138,42
1,4,GSM719742,1,GSE29044,42
1,4,GSM719692,0,GSE29044,42
1,4,GSM1045253,1,GSE42568,42
1,4,GSM719657,1,GSE29044,42
1,4,GSM272133,0,GSE10780,42
1,4,GSM719727,1,GSE29044,42
1,4,GSM1045285,1,GSE42568,42
1,4,GSM1045237,1,GSE42568,42
1,4,GSM272225,1,GSE10780,42
1,4,GSM272241,0,GSE10780,42
1,4,GSM719735,0,GSE29044,42
1,4,GSM272234,0,GSE10780,42
1,4,GSM272173,1,GSE10780,42
1,4,GSM1045270,1,GSE42568,42
1,4,GSM272222,0,GSE10780,42
1,4,GSM1045195,0,GSE42568,42
1,4,GSM742716,0,GSE30010,42
1,4,GSM1045240,1,GSE42568,42
1,4,GSM272287,1,GSE10780,42
1,4,GSM728664,1,GSE29431,42
1,4,GSM1045197,0,GSE42568,42
1,4,GSM272286,0,GSE10780,42
1,4,GSM3036783,0,GSE111662,42
1,4,GSM1501876,1,GSE61304,42
1,4,GSM3036794,0,GSE111662,42
1,4,GSM1826229,1,GSE71053,42
1,4,GSM742700,0,GSE30010,42
1,4,GSM272296,0,GSE10780,42
1,4,GSM1045210,1,GSE42568,42
1,4,GSM272187,1,GSE10780,42
1,4,GSM742718,0,GSE30010,42
1,4,GSM272317,0,GSE10780,42
1,4,GSM742725,0,GSE30010,42
1,4,GSM3036795,0,GSE111662,42
1,4,GSM1045284,1,GSE42568,42
1,4,GSM742755,0,GSE30010,42
1,4,GSM728656,1,GSE29431,42
1,4,GSM272204,0,GSE10780,42
1,4,GSM3036797,0,GSE111662,42
1,4,GSM742695,0,GSE30010,42
1,4,GSM272202,0,GSE10780,42
1,4,GSM1045282,1,GSE42568,42
1,4,GSM728627,1,GSE29431,42
1,4,GSM272275,0,GSE10780,42
1,4,GSM1501829,1,GSE61304,42
1,4,GSM719703,1,GSE29044,42
1,4,GSM728631,1,GSE29431,42
1,4,GSM272172,0,GSE10780,42
1,4,GSM742694,0,GSE30010,42
1,4,GSM742699,0,GSE30010,42
1,4,GSM85482,1,GSE3744,42
1,4,GSM272277,0,GSE10780,42
1,4,GSM1045306,1,GSE42568,42
1,4,GSM1826240,0,GSE71053,42
1,4,GSM719707,1,GSE29044,42
1,4,GSM742703,0,GSE30010,42
1,4,GSM1501821,1,GSE61304,42
1,5,GSM742706,0,GSE30010,42
1,5,GSM1045203,0,GSE42568,42
1,5,GSM1045232,1,GSE42568,42
1,5,GSM1501831,1,GSE61304,42
1,5,GSM742688,0,GSE30010,42
1,5,GSM1501877,1,GSE61304,42
1,5,GSM272316,1,GSE10780,42
1,5,GSM272243,1,GSE10780,42
1,5,GSM719719,1,GSE29044,42
1,5,GSM1501835,1,GSE61304,42
1,5,GSM1045265,1,GSE42568,42
1,5,GSM719661,1,GSE29044,42
1,5,GSM1045196,0,GSE42568,42
1,5,GSM662774,0,GSE26910,42
1,5,GSM742712,0,GSE30010,42
1,5,GSM719724,1,GSE29044,42
1,5,GSM1045234,1,GSE42568,42
1,5,GSM272200,1,GSE10780,42
1,5,GSM742674,0,GSE30010,42
1,5,GSM728623,1,GSE29431,42
1,5,GSM719690,0,GSE29044,42
1,5,GSM719636,0,GSE29044,42
1,5,GSM742728,0,GSE30010,42
1,5,GSM728670,1,GSE29431,42
1,5,GSM272299,0,GSE10780,42
1,5,GSM272283,0,GSE10780,42
1,5,GSM1826241,1,GSE71053,42
1,5,GSM272292,0,GSE10780,42
1,5,GSM728611,0,GSE29431,42
1,5,GSM719644,0,GSE29044,42
1,5,GSM719720,1,GSE29044,42
1,5,GSM719729,1,GSE29044,42
1,5,GSM719670,1,GSE29044,42
1,5,GSM272144,0,GSE10780,42
1,5,GSM272282,0,GSE10780,42
1,5,GSM1045304,1,GSE42568,42
1,5,GSM742709,0,GSE30010,42
1,5,GSM272199,0,GSE10780,42
1,5,GSM85504,1,GSE3744,42
1,5,GSM272197,0,GSE10780,42
1,5,GSM728641,1,GSE29431,42
1,5,GSM719708,1,GSE29044,42
1,5,GSM719645,1,GSE29044,42
1,5,GSM272267,0,GSE10780,42
1,5,GSM272196,0,GSE10780,42
1,5,GSM1045220,1,GSE42568,42
1,5,GSM272185,1,GSE10780,42
1,5,GSM742678,0,GSE30010,42
1,5,GSM272310,1,GSE10780,42
1,5,GSM719646,1,GSE29044,42
1,5,GSM719654,1,GSE29044,42
1,5,GSM719737,1,GSE29044,42
1,5,GSM728650,1,GSE29431,42
1,5,GSM770820,0,GSE31138,42
1,5,GSM3036791,0,GSE111662,42
1,5,GSM1501863,1,GSE61304,42
1,5,GSM1045308,1,GSE42568,42
1,5,GSM272242,1,GSE10780,42
1,5,GSM728615,0,GSE29431,42
1,5,GSM742707,0,GSE30010,42
1,5,GSM3036787,0,GSE111662,42
1,5,GSM1501842,1,GSE61304,42
1,5,GSM742765,0,GSE30010,42
1,5,GSM272165,1,GSE10780,42
1,5,GSM85488,1,GSE3744,42
1,5,GSM85473,1,GSE3744,42
1,5,GSM742686,0,GSE30010,42
1,5,GSM662770,0,GSE26910,42
1,5,GSM1045301,1,GSE42568,42
1,5,GSM742746,0,GSE30010,42
1,5,GSM1045289,1,GSE42568,42
1,5,GSM272149,0,GSE10780,42
1,5,GSM272232,0,GSE10780,42
1,5,GSM1826227,0,GSE71053,42
1,5,GSM1501822,1,GSE61304,42
1,5,GSM719679,1,GSE29044,42
1,5,GSM1501860,1,GSE61304,42
1,5,GSM719635,0,GSE29044,42
1,5,GSM1045272,1,GSE42568,42
1,5,GSM272146,0,GSE10780,42
1,5,GSM742757,0,GSE30010,42
1,5,GSM272264,0,GSE10780,42
1,5,GSM1501836,1,GSE61304,42
1,5,GSM728630,1,GSE29431,42
1,5,GSM272209,1,GSE10780,42
1,5,GSM742739,0,GSE30010,42
1,5,GSM272174,0,GSE10780,42
1,5,GSM719638,0,GSE29044,42
1,5,GSM85493,1,GSE3744,42
1,5,GSM719666,1,GSE29044,42
1,5,GSM719651,1,GSE29044,42
1,5,GSM1501857,1,GSE61304,42
1,5,GSM85478,1,GSE3744,42
1,5,GSM770819,0,GSE31138,42
1,5,GSM272207,0,GSE10780,42
1,5,GSM1045222,1,GSE42568,42
1,5,GSM1045194,0,GSE42568,42
1,5,GSM1045235,1,GSE42568,42
1,5,GSM1045259,1,GSE42568,42
1,5,GSM272298,0,GSE10780,42
1,5,GSM272303,0,GSE10780,42
1,5,GSM742696,0,GSE30010,42
1,5,GSM272265,0,GSE10780,42
1,5,GSM742773,0,GSE30010,42
1,5,GSM1826233,0,GSE71053,42
1,5,GSM770821,0,GSE31138,42
1,5,GSM272161,0,GSE10780,42
1,5,GSM1045300,1,GSE42568,42
1,5,GSM1501833,1,GSE61304,42
1,5,GSM272208,0,GSE10780,42
1,5,GSM85479,1,GSE3744,42
1,5,GSM719721,1,GSE29044,42
1,5,GSM719643,0,GSE29044,42
1,5,GSM742714,0,GSE30010,42
1,5,GSM1045198,0,GSE42568,42
1,5,GSM728648,1,GSE29431,42
1,5,GSM3036799,0,GSE111662,42
1,5,GSM1501834,1,GSE61304,42
1,5,GSM719677,1,GSE29044,42
1,5,GSM272289,0,GSE10780,42
1,5,GSM719648,1,GSE29044,42
2,1,GSM1045287,1,GSE42568,43
2,1,GSM719656,1,GSE29044,43
2,1,GSM1501865,0,GSE61304,43
2,1,GSM272240,0,GSE10780,43
2,1,GSM1501853,1,GSE61304,43
2,1,GSM742672,0,GSE30010,43
2,1,GSM272285,0,GSE10780,43
2,1,GSM1826236,0,GSE71053,43
2,1,GSM85505,1,GSE3744,43
2,1,GSM85477,1,GSE3744,43
2,1,GSM272159,0,GSE10780,43
2,1,GSM742712,0,GSE30010,43
2,1,GSM272200,1,GSE10780,43
2,1,GSM1045229,1,GSE42568,43
2,1,GSM719714,1,GSE29044,43
2,1,GSM1045311,1,GSE42568,43
2,1,GSM272307,0,GSE10780,43
2,1,GSM272248,0,GSE10780,43
2,1,GSM728623,1,GSE29431,43
2,1,GSM1045247,1,GSE42568,43
2,1,GSM85519,0,GSE3744,43
2,1,GSM1501866,1,GSE61304,43
2,1,GSM272155,0,GSE10780,43
2,1,GSM742770,0,GSE30010,43
2,1,GSM85485,1,GSE3744,43
2,1,GSM272299,0,GSE10780,43
2,1,GSM272302,0,GSE10780,43
2,1,GSM719686,0,GSE29044,43
2,1,GSM742722,0,GSE30010,43
2,1,GSM742752,0,GSE30010,43
2,1,GSM272203,1,GSE10780,43
2,1,GSM1045199,0,GSE42568,43
2,1,GSM272179,1,GSE10780,43
2,1,GSM1501844,1,GSE61304,43
2,1,GSM719670,1,GSE29044,43
2,1,GSM742745,0,GSE30010,43
2,1,GSM272144,0,GSE10780,43
2,1,GSM85489,1,GSE3744,43
2,1,GSM1045227,1,GSE42568,43
2,1,GSM272238,0,GSE10780,43
2,1,GSM742709,0,GSE30010,43
2,1,GSM662769,1,GSE26910,43
2,1,GSM272177,0,GSE10780,43
2,1,GSM1826238,0,GSE71053,43
2,1,GSM272267,0,GSE10780,43
2,1,GSM719646,1,GSE29044,43
2,1,GSM719654,1,GSE29044,43
2,1,GSM272279,0,GSE10780,43
2,1,GSM1501824,1,GSE61304,43
2,1,GSM1045243,1,GSE42568,43
2,1,GSM719742,1,GSE29044,43
2,1,GSM1045254,1,GSE42568,43
2,1,GSM1045285,1,GSE42568,43
2,1,GSM85488,1,GSE3744,43
2,1,GSM1045237,1,GSE42568,43
2,1,GSM3036781,0,GSE111662,43
2,1,GSM719687,0,GSE29044,43
2,1,GSM1045201,0,GSE42568,43
2,1,GSM272219,0,GSE10780,43
2,1,GSM742769,0,GSE30010,43
2,1,GSM1045195,0,GSE42568,43
2,1,GSM85517,0,GSE3744,43
2,1,GSM272167,1,GSE10780,43
2,1,GSM728638,1,GSE29431,43
2,1,GSM1045264,1,GSE42568,43
2,1,GSM1501852,1,GSE61304,43
2,1,GSM1045301,1,GSE42568,43
2,1,GSM719728,1,GSE29044,43
2,1,GSM728657,1,GSE29431,43
2,1,GSM272149,0,GSE10780,43
2,1,GSM1501846,1,GSE61304,43
2,1,GSM742684,0,GSE30010,43
2,1,GSM85480,1,GSE3744,43
2,1,GSM1501860,1,GSE61304,43
2,1,GSM1045272,1,GSE42568,43
2,1,GSM728630,1,GSE29431,43
2,1,GSM3036800,0,GSE111662,43
2,1,GSM742739,0,GSE30010,43
