GSM_ID,GEO_ID,Label,Label_binary,Validation_fold
GSM1501852,GSE61304,Cancer,1,3
GSM1501853,GSE61304,Cancer,1,4
GSM1501854,GSE61304,Cancer,1,3
GSM1501856,GSE61304,Cancer,1,3
GSM1501857,GSE61304,Cancer,1,5
GSM1501858,GSE61304,Cancer,1,4
GSM1501859,GSE61304,Cancer,1,1
GSM1501860,GSE61304,Cancer,1,5
GSM1501861,GSE61304,Cancer,1,2
GSM1501862,GSE61304,Cancer,1,1
GSM1501863,GSE61304,Cancer,1,5
GSM1501864,GSE61304,Cancer,1,4
GSM1501865,GSE61304,Normal,0,4
GSM1501866,GSE61304,Cancer,1,3
GSM1501869,GSE61304,Cancer,1,1
GSM1501870,GSE61304,Cancer,1,4
GSM1501872,GSE61304,Cancer,1,1
GSM1501875,GSE61304,Cancer,1,2
GSM1501876,GSE61304,Cancer,1,4
GSM1501877,GSE61304,Cancer,1,5
GSM1501879,GSE61304,Normal,0,1
GSM1826225,GSE71053,Cancer,1,2
GSM1826226,GSE71053,Normal,0,4
GSM1826227,GSE71053,Normal,0,5
GSM1826229,GSE71053,Cancer,1,4
GSM1826231,GSE71053,Cancer,1,2
GSM1826232,GSE71053,Normal,0,4
GSM1826233,GSE71053,Normal,0,5
GSM1826236,GSE71053,Normal,0,3
GSM1826237,GSE71053,Cancer,1,3
GSM1826238,GSE71053,Normal,0,2
GSM1826239,GSE71053,Normal,0,2
GSM1826240,GSE71053,Normal,0,4
GSM1826241,GSE71053,Cancer,1,5
GSM1826242,GSE71053,Normal,0,3
GSM272133,GSE10780,Normal,0,4
GSM272134,GSE10780,Normal,0,2
GSM272136,GSE10780,Normal,0,3
GSM272137,GSE10780,Normal,0,1
GSM272139,GSE10780,Normal,0,4
GSM272140,GSE10780,Normal,0,3
GSM272143,GSE10780,Normal,0,3
GSM272144,GSE10780,Normal,0,5
GSM272145,GSE10780,Normal,0,1
GSM272146,GSE10780,Normal,0,5
GSM272147,GSE10780,Normal,0,3
GSM272148,GSE10780,Normal,0,1
GSM272149,GSE10780,Normal,0,5
GSM272150,GSE10780,Normal,0,1
GSM272151,GSE10780,Normal,0,4
GSM272152,GSE10780,Normal,0,4
GSM272153,GSE10780,Cancer,1,2
GSM272154,GSE10780,Normal,0,2
GSM272155,GSE10780,Normal,0,2
GSM272156,GSE10780,Normal,0,2
GSM272157,GSE10780,Normal,0,3
GSM272159,GSE10780,Normal,0,1
GSM272160,GSE10780,Normal,0,3
GSM272161,GSE10780,Normal,0,5
GSM272162,GSE10780,Normal,0,4
GSM272163,GSE10780,Normal,0,2
GSM272164,GSE10780,Normal,0,2
GSM272165,GSE10780,Cancer,1,5
GSM272166,GSE10780,Cancer,1,3
GSM272167,GSE10780,Cancer,1,2
GSM272168,GSE10780,Normal,0,4
GSM272169,GSE10780,Normal,0,4
GSM272171,GSE10780,Normal,0,2
GSM272172,GSE10780,Normal,0,4
GSM272173,GSE10780,Cancer,1,4
GSM272174,GSE10780,Normal,0,5
GSM272176,GSE10780,Normal,0,2
GSM272177,GSE10780,Normal,0,3
GSM272178,GSE10780,Cancer,1,2
GSM272179,GSE10780,Cancer,1,4
GSM272180,GSE10780,Normal,0,1
GSM272181,GSE10780,Normal,0,2
GSM272182,GSE10780,Normal,0,2
GSM272183,GSE10780,Normal,0,1
GSM272184,GSE10780,Cancer,1,3
GSM272185,GSE10780,Cancer,1,5
GSM272187,GSE10780,Cancer,1,4
GSM272188,GSE10780,Cancer,1,1
GSM272189,GSE10780,Cancer,1,1
GSM272190,GSE10780,Normal,0,2
GSM272191,GSE10780,Normal,0,4
GSM272192,GSE10780,Normal,0,4
GSM272193,GSE10780,Normal,0,4
GSM272194,GSE10780,Normal,0,3
GSM272195,GSE10780,Normal,0,1
GSM272196,GSE10780,Normal,0,5
GSM272197,GSE10780,Normal,0,5
GSM272199,GSE10780,Normal,0,5
GSM272200,GSE10780,Cancer,1,5
GSM272202,GSE10780,Normal,0,4
GSM272203,GSE10780,Cancer,1,1
GSM272204,GSE10780,Normal,0,4
GSM272205,GSE10780,Normal,0,3
GSM272206,GSE10780,Normal,0,1
GSM272207,GSE10780,Normal,0,5
GSM272208,GSE10780,Normal,0,5
GSM272209,GSE10780,Cancer,1,5
GSM272210,GSE10780,Normal,0,1
GSM272211,GSE10780,Cancer,1,1
GSM272212,GSE10780,Normal,0,1
GSM272213,GSE10780,Cancer,1,2
GSM272216,GSE10780,Cancer,1,3
GSM272218,GSE10780,Normal,0,3
GSM272219,GSE10780,Normal,0,2
GSM272220,GSE10780,Normal,0,1
GSM272221,GSE10780,Cancer,1,3
GSM272222,GSE10780,Normal,0,4
GSM272224,GSE10780,Normal,0,4
GSM272225,GSE10780,Cancer,1,4
GSM272226,GSE10780,Normal,0,1
GSM272228,GSE10780,Normal,0,1
GSM272229,GSE10780,Normal,0,1
GSM272230,GSE10780,Normal,0,3
GSM272231,GSE10780,Cancer,1,3
GSM272232,GSE10780,Normal,0,5
GSM272234,GSE10780,Normal,0,4
GSM272235,GSE10780,Normal,0,2
GSM272236,GSE10780,Normal,0,1
GSM272237,GSE10780,Normal,0,4
GSM272238,GSE10780,Normal,0,3
GSM272239,GSE10780,Normal,0,1
GSM272240,GSE10780,Normal,0,3
GSM272241,GSE10780,Normal,0,4
GSM272242,GSE10780,Cancer,1,5
GSM272243,GSE10780,Cancer,1,5
GSM272244,GSE10780,Normal,0,3
GSM272245,GSE10780,Cancer,1,3
GSM272247,GSE10780,Cancer,1,3
GSM272248,GSE10780,Normal,0,3
GSM272249,GSE10780,Normal,0,2
GSM272250,GSE10780,Normal,0,3
GSM272253,GSE10780,Cancer,1,1
GSM272254,GSE10780,Cancer,1,1
GSM272259,GSE10780,Normal,0,1
GSM272260,GSE10780,Normal,0,1
GSM272261,GSE10780,Normal,0,1
GSM272262,GSE10780,Cancer,1,4
GSM272263,GSE10780,Normal,0,3
GSM272264,GSE10780,Normal,0,5
GSM272265,GSE10780,Normal,0,5
GSM272266,GSE10780,Normal,0,1
GSM272267,GSE10780,Normal,0,5
GSM272268,GSE10780,Normal,0,3
GSM272270,GSE10780,Normal,0,1
GSM272271,GSE10780,Normal,0,1
GSM272272,GSE10780,Cancer,1,3
GSM272273,GSE10780,Normal,0,2
GSM272275,GSE10780,Normal,0,4
GSM272276,GSE10780,Normal,0,3
GSM272277,GSE10780,Normal,0,4
GSM272278,GSE10780,Normal,0,2
GSM272279,GSE10780,Normal,0,3
GSM272281,GSE10780,Normal,0,4
GSM272282,GSE10780,Normal,0,5
GSM272283,GSE10780,Normal,0,5
GSM272285,GSE10780,Normal,0,3
GSM272286,GSE10780,Normal,0,4
GSM272287,GSE10780,Cancer,1,4
GSM272289,GSE10780,Normal,0,5
GSM272290,GSE10780,Cancer,1,4
GSM272291,GSE10780,Normal,0,4
GSM272292,GSE10780,Normal,0,5
GSM272293,GSE10780,Normal,0,2
GSM272294,GSE10780,Normal,0,1
GSM272295,GSE10780,Normal,0,3
GSM272296,GSE10780,Normal,0,4
GSM272297,GSE10780,Normal,0,2
GSM272298,GSE10780,Normal,0,5
GSM272299,GSE10780,Normal,0,5
GSM272300,GSE10780,Cancer,1,1
GSM272302,GSE10780,Normal,0,1
GSM272303,GSE10780,Normal,0,5
GSM272304,GSE10780,Cancer,1,4
GSM272305,GSE10780,Normal,0,2
GSM272306,GSE10780,Normal,0,1
GSM272307,GSE10780,Normal,0,2
GSM272308,GSE10780,Normal,0,2
GSM272309,GSE10780,Cancer,1,2
GSM272310,GSE10780,Cancer,1,5
GSM272311,GSE10780,Normal,0,1
GSM272313,GSE10780,Normal,0,3
GSM272314,GSE10780,Normal,0,4
GSM272315,GSE10780,Normal,0,1
GSM272316,GSE10780,Cancer,1,5
GSM272317,GSE10780,Normal,0,4
GSM3036781,GSE111662,Normal,0,2
GSM3036783,GSE111662,Normal,0,4
GSM3036784,GSE111662,Normal,0,2
GSM3036785,GSE111662,Normal,0,4
GSM3036786,GSE111662,Normal,0,2
GSM3036787,GSE111662,Normal,0,5
GSM3036788,GSE111662,Normal,0,1
GSM3036789,GSE111662,Normal,0,2
GSM3036790,GSE111662,Normal,0,3
GSM3036791,GSE111662,Normal,0,5
GSM3036794,GSE111662,Normal,0,4
GSM3036795,GSE111662,Normal,0,4
GSM3036796,GSE111662,Normal,0,1
GSM3036797,GSE111662,Normal,0,4
GSM3036799,GSE111662,Normal,0,5
GSM3036800,GSE111662,Normal,0,3
GSM3036802,GSE111662,Normal,0,1
GSM3036803,GSE111662,Normal,0,3
GSM3036804,GSE111662,Normal,0,4
GSM3036806,GSE111662,Normal,0,1
GSM662768,GSE26910,Normal,0,3
GSM662769,GSE26910,Cancer,1,2
GSM662770,GSE26910,Normal,0,5
GSM662771,GSE26910,Cancer,1,2
GSM662772,GSE26910,Normal,0,3
GSM662773,GSE26910,Cancer,1,3
GSM662774,GSE26910,Normal,0,5
GSM662777,GSE26910,Cancer,1,4
GSM662778,GSE26910,Normal,0,1
GSM662779,GSE26910,Cancer,1,2
GSM719635,GSE29044,Normal,0,5
GSM719636,GSE29044,Normal,0,5
GSM719637,GSE29044,Normal,0,2
GSM719638,GSE29044,Normal,0,5
GSM719639,GSE29044,Normal,0,2
GSM719640,GSE29044,Normal,0,1
GSM719641,GSE29044,Normal,0,2
GSM719642,GSE29044,Normal,0,2
GSM719643,GSE29044,Normal,0,5
GSM719644,GSE29044,Normal,0,5
GSM719645,GSE29044,Cancer,1,5
GSM719646,GSE29044,Cancer,1,5
GSM719647,GSE29044,Cancer,1,3
GSM719648,GSE29044,Cancer,1,5
GSM719649,GSE29044,Cancer,1,2
GSM719650,GSE29044,Cancer,1,1
GSM719651,GSE29044,Cancer,1,5
GSM719653,GSE29044,Cancer,1,2
GSM719654,GSE29044,Cancer,1,5
GSM719656,GSE29044,Cancer,1,3
GSM719657,GSE29044,Cancer,1,4
GSM719658,GSE29044,Cancer,1,2
GSM719659,GSE29044,Cancer,1,1
GSM719660,GSE29044,Cancer,1,1
GSM719661,GSE29044,Cancer,1,5
GSM719663,GSE29044,Cancer,1,4
GSM719664,GSE29044,Cancer,1,1
GSM719665,GSE29044,Cancer,1,1
GSM719666,GSE29044,Cancer,1,5
GSM719667,GSE29044,Cancer,1,3
GSM719669,GSE29044,Cancer,1,4
GSM719670,GSE29044,Cancer,1,5
GSM719673,GSE29044,Cancer,1,3
GSM719675,GSE29044,Cancer,1,4
GSM719676,GSE29044,Cancer,1,1
GSM719677,GSE29044,Cancer,1,5
GSM719679,GSE29044,Cancer,1,5
GSM719680,GSE29044,Cancer,1,4
GSM719681,GSE29044,Cancer,1,1
GSM719682,GSE29044,Cancer,1,4
GSM719683,GSE29044,Normal,0,1
GSM719684,GSE29044,Normal,0,4
GSM719686,GSE29044,Normal,0,3
GSM719687,GSE29044,Normal,0,1
GSM719688,GSE29044,Normal,0,2
GSM719689,GSE29044,Normal,0,1
GSM719690,GSE29044,Normal,0,5
GSM719691,GSE29044,Normal,0,1
GSM719692,GSE29044,Normal,0,4
GSM719693,GSE29044,Normal,0,4
GSM719695,GSE29044,Normal,0,2
GSM719696,GSE29044,Normal,0,2
GSM719697,GSE29044,Normal,0,3
GSM719698,GSE29044,Normal,0,1
GSM719702,GSE29044,Normal,0,4
GSM719703,GSE29044,Cancer,1,4
GSM719704,GSE29044,Cancer,1,2
GSM719705,GSE29044,Cancer,1,2
GSM719706,GSE29044,Cancer,1,1
GSM719707,GSE29044,Cancer,1,4
GSM719708,GSE29044,Cancer,1,5
GSM719709,GSE29044,Cancer,1,2
GSM719710,GSE29044,Cancer,1,3
GSM719711,GSE29044,Cancer,1,2
GSM719712,GSE29044,Cancer,1,3
GSM719713,GSE29044,Cancer,1,4
GSM719714,GSE29044,Cancer,1,3
GSM719715,GSE29044,Cancer,1,4
GSM719716,GSE29044,Cancer,1,2
GSM719718,GSE29044,Cancer,1,4
GSM719719,GSE29044,Cancer,1,5
GSM719720,GSE29044,Cancer,1,5
GSM719721,GSE29044,Cancer,1,5
GSM719722,GSE29044,Cancer,1,1
GSM719723,GSE29044,Cancer,1,1
GSM719724,GSE29044,Cancer,1,5
GSM719725,GSE29044,Cancer,1,3
GSM719726,GSE29044,Cancer,1,1
GSM719727,GSE29044,Cancer,1,4
GSM719728,GSE29044,Cancer,1,2
GSM719729,GSE29044,Cancer,1,5
GSM719730,GSE29044,Cancer,1,2
GSM719735,GSE29044,Normal,0,4
GSM719736,GSE29044,Normal,0,2
GSM719737,GSE29044,Cancer,1,5
GSM719738,GSE29044,Cancer,1,1
GSM719739,GSE29044,Cancer,1,1
GSM719740,GSE29044,Cancer,1,1
GSM719741,GSE29044,Cancer,1,1
GSM719742,GSE29044,Cancer,1,4
GSM728611,GSE29431,Normal,0,5
GSM728612,GSE29431,Normal,0,1
GSM728613,GSE29431,Normal,0,3
GSM728614,GSE29431,Normal,0,4
GSM728615,GSE29431,Normal,0,5
GSM728616,GSE29431,Normal,0,3
GSM728617,GSE29431,Normal,0,2
GSM728619,GSE29431,Normal,0,1
GSM728620,GSE29431,Normal,0,4
GSM728621,GSE29431,Normal,0,1
GSM728622,GSE29431,Normal,0,1
GSM728623,GSE29431,Cancer,1,5
GSM728624,GSE29431,Cancer,1,3
GSM728627,GSE29431,Cancer,1,4
GSM728628,GSE29431,Cancer,1,1
GSM728629,GSE29431,Cancer,1,2
GSM728630,GSE29431,Cancer,1,5
GSM728631,GSE29431,Cancer,1,4
GSM728632,GSE29431,Cancer,1,1
GSM728633,GSE29431,Cancer,1,1
GSM728634,GSE29431,Cancer,1,3
GSM728636,GSE29431,Cancer,1,1
GSM728638,GSE29431,Cancer,1,1
GSM728639,GSE29431,Cancer,1,1
GSM728640,GSE29431,Cancer,1,1
GSM728641,GSE29431,Cancer,1,5
GSM728642,GSE29431,Cancer,1,3
GSM728643,GSE29431,Cancer,1,2
GSM728644,GSE29431,Cancer,1,3
GSM728645,GSE29431,Cancer,1,2
GSM728646,GSE29431,Cancer,1,1
GSM728647,GSE29431,Cancer,1,1
GSM728648,GSE29431,Cancer,1,5
GSM728649,GSE29431,Cancer,1,4
GSM728650,GSE29431,Cancer,1,5
GSM728651,GSE29431,Cancer,1,3
GSM728653,GSE29431,Cancer,1,3
GSM728654,GSE29431,Cancer,1,2
GSM728656,GSE29431,Cancer,1,4
GSM728657,GSE29431,Cancer,1,2
GSM728659,GSE29431,Cancer,1,2
GSM728660,GSE29431,Cancer,1,4
GSM728662,GSE29431,Cancer,1,3
GSM728663,GSE29431,Cancer,1,4
GSM728664,GSE29431,Cancer,1,4
GSM728667,GSE29431,Cancer,1,1
GSM728670,GSE29431,Cancer,1,5
GSM728671,GSE29431,Cancer,1,1
GSM728672,GSE29431,Cancer,1,3
GSM728674,GSE29431,Cancer,1,3
GSM728675,GSE29431,Cancer,1,2
GSM728676,GSE29431,Cancer,1,2
GSM742668,GSE30010,Normal,0,1
GSM742670,GSE30010,Normal,0,3
GSM742672,GSE30010,Normal,0,2
GSM742673,GSE30010,Normal,0,2
GSM742674,GSE30010,Normal,0,5
GSM742675,GSE30010,Normal,0,3
GSM742676,GSE30010,Normal,0,2
GSM742677,GSE30010,Normal,0,1
GSM742678,GSE30010,Normal,0,5
GSM742681,GSE30010,Normal,0,3
GSM742682,GSE30010,Normal,0,2
GSM742683,GSE30010,Normal,0,1
GSM742684,GSE30010,Normal,0,3
GSM742686,GSE30010,Normal,0,5
GSM742688,GSE30010,Normal,0,5
GSM742689,GSE30010,Normal,0,2
GSM742690,GSE30010,Normal,0,1
GSM742693,GSE30010,Normal,0,2
GSM742694,GSE30010,Normal,0,4
GSM742695,GSE30010,Normal,0,4
GSM742696,GSE30010,Normal,0,5
GSM742699,GSE30010,Normal,0,4
GSM742700,GSE30010,Normal,0,4
GSM742702,GSE30010,Normal,0,4
GSM742703,GSE30010,Normal,0,4
GSM742705,GSE30010,Normal,0,2
GSM742706,GSE30010,Normal,0,5
GSM742707,GSE30010,Normal,0,5
GSM742708,GSE30010,Normal,0,3
GSM742709,GSE30010,Normal,0,5
GSM742710,GSE30010,Normal,0,3
GSM742711,GSE30010,Normal,0,1
GSM742712,GSE30010,Normal,0,5
GSM742713,GSE30010,Normal,0,3
GSM742714,GSE30010,Normal,0,5
GSM742715,GSE30010,Normal,0,1
GSM742716,GSE30010,Normal,0,4
GSM742717,GSE30010,Normal,0,3
GSM742718,GSE30010,Normal,0,4
GSM742719,GSE30010,Normal,0,3
GSM742720,GSE30010,Normal,0,4
GSM742722,GSE30010,Normal,0,2
GSM742723,GSE30010,Normal,0,2
GSM742724,GSE30010,Normal,0,1
GSM742725,GSE30010,Normal,0,4
GSM742726,GSE30010,Normal,0,1
GSM742727,GSE30010,Normal,0,2
GSM742728,GSE30010,Normal,0,5
GSM742729,GSE30010,Normal,0,2
GSM742730,GSE30010,Normal,0,2
GSM742732,GSE30010,Normal,0,3
GSM742733,GSE30010,Normal,0,4
GSM742735,GSE30010,Normal,0,3
GSM742738,GSE30010,Normal,0,2
GSM742739,GSE30010,Normal,0,5
GSM742740,GSE30010,Normal,0,3
GSM742742,GSE30010,Normal,0,2
GSM742744,GSE30010,Normal,0,3
GSM742745,GSE30010,Normal,0,2
GSM742746,GSE30010,Normal,0,5
GSM742748,GSE30010,Normal,0,1
GSM742749,GSE30010,Normal,0,3
GSM742750,GSE30010,Normal,0,3
GSM742751,GSE30010,Normal,0,2
GSM742752,GSE30010,Normal,0,2
GSM742753,GSE30010,Normal,0,1
GSM742754,GSE30010,Normal,0,2
GSM742755,GSE30010,Normal,0,4
GSM742757,GSE30010,Normal,0,5
GSM742759,GSE30010,Normal,0,1
GSM742760,GSE30010,Normal,0,3
GSM742761,GSE30010,Normal,0,3
GSM742762,GSE30010,Normal,0,1
GSM742763,GSE30010,Normal,0,3
GSM742764,GSE30010,Normal,0,3
GSM742765,GSE30010,Normal,0,5
GSM742766,GSE30010,Normal,0,1
GSM742769,GSE30010,Normal,0,2
GSM742770,GSE30010,Normal,0,1
GSM742773,GSE30010,Normal,0,5
GSM742774,GSE30010,Normal,0,3
GSM770819,GSE31138,Normal,0,5
GSM770820,GSE31138,Normal,0,5
GSM770821,GSE31138,Normal,0,5
GSM770822,GSE31138,Cancer,1,4
GSM770823,GSE31138,Cancer,1,3
GSM770824,GSE31138,Cancer,1,2
GSM85473,GSE3744,Cancer,1,5
GSM85475,GSE3744,Cancer,1,1
GSM85477,GSE3744,Cancer,1,2
GSM85478,GSE3744,Cancer,1,5
GSM85479,GSE3744,Cancer,1,5
GSM85480,GSE3744,Cancer,1,2
GSM85481,GSE3744,Cancer,1,1
GSM85482,GSE3744,Cancer,1,4
GSM85483,GSE3744,Cancer,1,3
GSM85485,GSE3744,Cancer,1,2
GSM85486,GSE3744,Cancer,1,2
GSM85487,GSE3744,Cancer,1,3
GSM85488,GSE3744,Cancer,1,5
GSM85489,GSE3744,Cancer,1,3
GSM85490,GSE3744,Cancer,1,3
GSM85491,GSE3744,Cancer,1,3
GSM85492,GSE3744,Cancer,1,2
GSM85493,GSE3744,Cancer,1,5
GSM85494,GSE3744,Cancer,1,2
GSM85495,GSE3744,Cancer,1,2
GSM85496,GSE3744,Cancer,1,2
GSM85497,GSE3744,Cancer,1,2
GSM85498,GSE3744,Cancer,1,2
GSM85500,GSE3744,Cancer,1,2
GSM85502,GSE3744,Cancer,1,4
GSM85503,GSE3744,Cancer,1,2
GSM85504,GSE3744,Cancer,1,5
GSM85505,GSE3744,Cancer,1,2
GSM85507,GSE3744,Cancer,1,3
GSM85510,GSE3744,Cancer,1,2
GSM85511,GSE3744,Cancer,1,2
GSM85513,GSE3744,Normal,0,1
GSM85515,GSE3744,Normal,0,3
GSM85516,GSE3744,Normal,0,2
GSM85517,GSE3744,Normal,0,3
GSM85518,GSE3744,Normal,0,2
GSM85519,GSE3744,Normal,0,4
